Sample_ID,Chromosome,Start,End,SegmentMean
MSK-PCa1.o,8,8563677,8655580,0.0167
MSK-PCa1.o,8,8657700,9013147,-3.7481
MSK-PCa1.o,8,9016148,24966689,-0.0978
MSK-PCa1.o,8,24974086,24979053,-3.0898
MSK-PCa1.o,8,24991333,37228320,-0.1019
MSK-PCa1.o,8,37239725,39231641,0.7088
MSK-PCa1.o,8,39233204,39385175,-2.913
MSK-PCa1.o,8,39388878,40773430,0.7319
MSK-PCa1.o,8,40776311,40778312,-3.6645
MSK-PCa1.o,8,40785331,56663685,0.668
MSK-PCa1.o,8,56666089,56668928,-0.6461
MSK-PCa1.o,8,56671594,146294042,0.599
MSK-PCa1.o,9,204104,1551104,-0.0625
MSK-PCa1.o,9,1553451,1873683,0.6218
MSK-PCa1.o,9,1876568,2857572,-0.0422
MSK-PCa1.o,9,2858898,3394810,0.7849
MSK-PCa1.o,9,3398194,6151122,-0.0677
MSK-PCa1.o,9,6158280,6550747,0.4205
MSK-PCa1.o,9,6556360,8545266,-0.0536
MSK-PCa1.o,9,8551775,9292196,0.4454
MSK-PCa1.o,9,9295872,15890891,-0.0539
MSK-PCa1.o,9,15894831,15901548,0.8056
MSK-PCa1.o,9,15908975,16816226,-0.1055
MSK-PCa1.o,9,16818900,39072211,0.3785
MSK-PCa1.o,9,39098753,71027723,-0.0966
MSK-PCa1.o,9,71031659,71736368,-0.8363
MSK-PCa1.o,9,71738651,71740708,-2.9179
MSK-PCa1.o,9,71745235,73056960,-0.7854
MSK-PCa1.o,9,73059520,90572384,-0.073
MSK-PCa1.o,9,90575756,90879466,0.5706
MSK-PCa1.o,9,90886013,92249963,-0.0715
MSK-PCa1.o,9,92253905,118340730,0.3795
MSK-PCa1.o,9,118344796,118623999,-0.0513
MSK-PCa1.o,9,118626558,118662424,0.6725
MSK-PCa1.o,9,118664751,118839359,-0.1857
MSK-PCa1.o,9,118844378,118940259,0.3404
MSK-PCa1.o,9,118942184,122865755,-0.0781
MSK-PCa1.o,9,122870406,122991871,0.732
MSK-PCa1.o,9,122993642,123043760,-0.0436
MSK-PCa1.o,9,123050704,123206913,0.7758
MSK-PCa1.o,9,123210071,129028732,-0.082
MSK-PCa1.o,9,129038754,130122207,-0.7641
MSK-PCa1.o,9,130123826,138212573,-0.1061
MSK-PCa1.o,9,138214435,138217059,-2.7345
MSK-PCa1.o,9,138220126,141025862,-0.1233
MSK-PCa1.o,10,136361,30234351,-0.0797
MSK-PCa1.o,10,30236848,30238677,-1.6554
MSK-PCa1.o,10,30241228,31244920,-0.0753
MSK-PCa1.o,10,31247095,31251519,-4.6326
MSK-PCa1.o,10,31253134,46964979,-0.1085
MSK-PCa1.o,10,46968072,47551409,-0.6747
MSK-PCa1.o,10,47570438,54013734,-0.0166
MSK-PCa1.o,10,54016509,54017874,-3.3073
MSK-PCa1.o,10,54019548,78247887,-0.0765
MSK-PCa1.o,10,78256384,78258663,-1.8301
MSK-PCa1.o,10,78258732,89255901,-0.0471
MSK-PCa1.o,10,89260585,90313717,-3.809
MSK-PCa1.o,10,90317700,90345312,-0.7345
MSK-PCa1.o,10,90346545,90350381,-4.5292
MSK-PCa1.o,10,90354456,90562143,-0.8312
MSK-PCa1.o,10,90565405,93751603,-0.07
MSK-PCa1.o,10,93753154,93791075,-0.7528
MSK-PCa1.o,10,93792327,94116269,-0.1284
MSK-PCa1.o,10,94126785,94238036,-0.9022
MSK-PCa1.o,10,94239961,101587774,-0.0852
MSK-PCa1.o,10,101589814,101620780,-0.9723
MSK-PCa1.o,10,101632036,102922917,-0.1008
MSK-PCa1.o,10,102928083,103838737,-0.827
MSK-PCa1.o,10,103841738,105701495,-0.0934
MSK-PCa1.o,10,105705881,105727489,-0.734
MSK-PCa1.o,10,105731472,127573288,-0.0549
MSK-PCa1.o,10,127578602,127609319,-0.8749
MSK-PCa1.o,10,127617448,135435655,-0.0654
MSK-PCa1.o,11,197649,29901565,-0.074
MSK-PCa1.o,11,29911189,32426555,0.3754
MSK-PCa1.o,11,32428687,55361638,-0.0893
MSK-PCa1.o,11,55368154,55453050,0.7089
MSK-PCa1.o,11,55460613,134945106,-0.0787
MSK-PCa1.o,12,163593,9632656,-0.0865
MSK-PCa1.o,12,9637323,9699084,0.6231
MSK-PCa1.o,12,9713366,11218216,-0.048
MSK-PCa1.o,12,11219468,11249154,0.8692
MSK-PCa1.o,12,11252325,11693201,-0.0063
MSK-PCa1.o,12,11697429,12873015,-0.8154
MSK-PCa1.o,12,12877628,93890133,-0.0709
MSK-PCa1.o,12,93893845,93897809,-1.0019
MSK-PCa1.o,12,93899299,104602208,-0.0764
MSK-PCa1.o,12,104606747,104609056,-1.432
MSK-PCa1.o,12,104610610,133779017,-0.0937
MSK-PCa1.o,13,19296544,19590512,0.2277
MSK-PCa1.o,13,19592999,24841117,-0.7938
MSK-PCa1.o,13,24843067,31401577,0.3541
MSK-PCa1.o,13,31411512,38071571,-0.8123
MSK-PCa1.o,13,38078441,38084877,-3.2568
MSK-PCa1.o,13,38091091,39052801,-0.8133
MSK-PCa1.o,13,39057475,39059844,-3.3612
MSK-PCa1.o,13,39061274,56708194,-0.7986
MSK-PCa1.o,13,56721314,57551856,-0.0909
MSK-PCa1.o,13,57566078,57605300,-0.7974
MSK-PCa1.o,13,57610232,69438686,0.3912
MSK-PCa1.o,13,69444524,69858563,-0.0633
MSK-PCa1.o,13,69864813,114770686,0.4084
MSK-PCa1.o,13,114773049,114776567,1.8325
MSK-PCa1.o,13,114779726,115105238,0.4594
MSK-PCa1.o,14,19376762,20427183,-0.6475
MSK-PCa1.o,14,20465947,22557613,0.3803
MSK-PCa1.o,14,22558936,22980010,0.7775
MSK-PCa1.o,14,22981790,35338569,0.3774
MSK-PCa1.o,14,35341299,36536164,-0.8454
MSK-PCa1.o,14,36545464,39687570,0.4074
MSK-PCa1.o,14,39691242,39701169,-0.2371
MSK-PCa1.o,14,39705014,39735325,0.4645
MSK-PCa1.o,14,39743138,42220637,-0.1135
MSK-PCa1.o,14,42227174,43128119,0.3571
MSK-PCa1.o,14,43131847,75381144,0.7131
MSK-PCa1.o,14,75382173,75429454,0.3008
MSK-PCa1.o,14,75431897,94972890,0.7053
MSK-PCa1.o,14,94975119,95885349,-0.1134
MSK-PCa1.o,14,95886983,107287446,0.6851
MSK-PCa1.o,15,20102541,85998069,-0.0802
MSK-PCa1.o,15,85998167,86061028,-0.8732
MSK-PCa1.o,15,86062102,102480829,-0.072
MSK-PCa1.o,16,93628,34197212,-0.13
MSK-PCa1.o,16,34199015,63072671,0.3626
MSK-PCa1.o,16,63084831,67660380,-0.7961
MSK-PCa1.o,16,67662529,67677851,0.2674
MSK-PCa1.o,16,67681204,74384400,-0.8371
MSK-PCa1.o,16,74394080,74406077,-1.8997
MSK-PCa1.o,16,74407282,76536456,-0.8416
MSK-PCa1.o,16,76541582,76543364,-2.4507
MSK-PCa1.o,16,76545138,78368247,-0.8585
MSK-PCa1.o,16,78372097,78382717,0.1763
MSK-PCa1.o,16,78385178,90163070,-0.7951
MSK-PCa1.o,17,47546,10636344,-0.128
MSK-PCa1.o,17,10637650,15552960,0.3884
MSK-PCa1.o,17,15556075,15586437,-0.2235
MSK-PCa1.o,17,15587102,17094788,-0.8549
MSK-PCa1.o,17,17097748,35754684,0.3384
MSK-PCa1.o,17,35756014,35758529,1.5591
MSK-PCa1.o,17,35759652,39420327,0.3381
MSK-PCa1.o,17,39422461,39431093,1.7326
MSK-PCa1.o,17,39432487,81109758,0.352
MSK-PCa1.o,18,118760,7974798,-0.0629
MSK-PCa1.o,18,7976983,7983907,-0.6167
MSK-PCa1.o,18,7985930,8719075,-0.0199
MSK-PCa1.o,18,8723063,8895494,-0.8318
MSK-PCa1.o,18,8913042,19449896,-0.0768
MSK-PCa1.o,18,19451759,20879238,0.378
MSK-PCa1.o,18,20880696,21703866,-0.7803
MSK-PCa1.o,18,21707367,22869074,0.3852
MSK-PCa1.o,18,22870359,35319229,-0.8276
MSK-PCa1.o,18,35339223,36629479,-3.8114
MSK-PCa1.o,18,36634088,38255252,-0.7344
MSK-PCa1.o,18,38260794,38265730,-3.3518
MSK-PCa1.o,18,38270579,70530281,-0.823
MSK-PCa1.o,18,70532898,70537574,0.0861
MSK-PCa1.o,18,70539928,78015054,-0.7793
MSK-PCa1.o,19,259395,24366015,-0.1618
MSK-PCa1.o,19,27853207,35848778,0.3237
MSK-PCa1.o,19,35852152,35861475,-3.331
MSK-PCa1.o,19,35864365,59096886,0.254
MSK-PCa1.o,20,64719,1558379,-0.7896
MSK-PCa1.o,20,1563632,1583162,-2.5822
MSK-PCa1.o,20,1596485,29638363,-0.8024
MSK-PCa1.o,20,29652452,62949090,0.3484
MSK-PCa1.o,21,9832448,11132906,-0.7082
MSK-PCa1.o,21,14513884,14693631,0.0541
MSK-PCa1.o,21,14754701,14801547,-0.4231
MSK-PCa1.o,21,14819491,14920527,0.0448
MSK-PCa1.o,21,14934728,14952424,-0.8736
MSK-PCa1.o,21,14954422,39835919,-0.0795
MSK-PCa1.o,21,39837722,40108948,-0.8007
MSK-PCa1.o,21,40114248,41152573,-0.0271
MSK-PCa1.o,21,41156124,42865829,-0.831
MSK-PCa1.o,21,42868151,48098544,-0.0498
MSK-PCa1.o,22,16486086,25679607,-0.11
MSK-PCa1.o,22,25680608,25978712,0.3297
MSK-PCa1.o,22,25979232,47331164,-0.0992
MSK-PCa1.o,22,47332736,47423884,-0.7725
MSK-PCa1.o,22,47426219,51224202,-0.044
MSK-PCa1.o,23,2701273,44944279,1.0015
MSK-PCa1.o,23,44945318,44951449,-2.8989
MSK-PCa1.o,23,44957526,122291895,0.9455
MSK-PCa1.o,23,122300041,123840416,1.3895
MSK-PCa1.o,23,123842109,154929220,0.9576
MSK-PCa1.o,24,2650450,24874301,0.2396
MSK-PCa1.o,24,27328275,28784036,-0.0941
MSK-PCa1.o,24,59002344,59031421,-1.1214
MSK-PCa2.o,1,564424,760188,0.224
MSK-PCa2.o,1,767064,4662469,-0.4979
MSK-PCa2.o,1,4664725,4669397,-2.4877
MSK-PCa2.o,1,4673132,12840187,-0.4443
MSK-PCa2.o,1,12846934,13178469,-2.1951
MSK-PCa2.o,1,13182311,16831935,-0.4412
MSK-PCa2.o,1,16840487,17214111,-1.0754
MSK-PCa2.o,1,17221739,17234889,-0.3799
MSK-PCa2.o,1,17240110,17283402,-0.9055
MSK-PCa2.o,1,17284828,72751825,-0.4084
MSK-PCa2.o,1,72753254,72764838,0.1353
MSK-PCa2.o,1,72766555,72806723,-2.9134
MSK-PCa2.o,1,72817094,110185818,-0.3454
MSK-PCa2.o,1,110187220,110188475,0.8184
MSK-PCa2.o,1,110192672,145116384,-0.385
MSK-PCa2.o,1,145117983,145121085,0.2801
MSK-PCa2.o,1,145181806,145382362,-0.2863
MSK-PCa2.o,1,145387945,152575333,0.2828
MSK-PCa2.o,1,152576568,152584815,0.9459
MSK-PCa2.o,1,152586234,158866526,0.2636
MSK-PCa2.o,1,158868172,158869718,-3.4482
MSK-PCa2.o,1,158871944,169216643,0.3196
MSK-PCa2.o,1,169227144,169241274,1.2248
MSK-PCa2.o,1,169254119,196711595,0.3676
MSK-PCa2.o,1,196742735,196799244,1.0174
MSK-PCa2.o,1,196825135,208526850,0.2975
MSK-PCa2.o,1,208531981,239972162,-0.4138
MSK-PCa2.o,1,239973851,239977851,-2.5258
MSK-PCa2.o,1,239979724,243596000,-0.4111
MSK-PCa2.o,1,243599088,248738898,0.3258
MSK-PCa2.o,1,248740046,248798102,-0.0728
MSK-PCa2.o,1,248808393,249219891,0.269
MSK-PCa2.o,2,17019,33090891,0.0124
MSK-PCa2.o,2,33104530,33223008,-0.3758
MSK-PCa2.o,2,33224501,33226933,-1.8605
MSK-PCa2.o,2,33228177,33864119,-0.3574
MSK-PCa2.o,2,33871434,33936897,0.0476
MSK-PCa2.o,2,33941783,34385304,-0.3894
MSK-PCa2.o,2,34388442,34478784,0.0922
MSK-PCa2.o,2,34480552,34690488,-0.3251
MSK-PCa2.o,2,34697718,34736493,0.1263
MSK-PCa2.o,2,34738177,35965417,-0.2879
MSK-PCa2.o,2,35967990,35991380,0.6093
MSK-PCa2.o,2,35998089,36636985,-0.3429
MSK-PCa2.o,2,36638850,41699687,0.0654
MSK-PCa2.o,2,41711845,41719660,-0.9571
MSK-PCa2.o,2,41731170,47397620,0.0165
MSK-PCa2.o,2,47398741,47456379,-0.462
MSK-PCa2.o,2,47459801,47723917,0.0198
MSK-PCa2.o,2,47726664,48523717,-0.4045
MSK-PCa2.o,2,48530951,50749698,0.0793
MSK-PCa2.o,2,50752079,51781989,-0.298
MSK-PCa2.o,2,51786182,51966658,0.1703
MSK-PCa2.o,2,51968611,52041739,-0.2655
MSK-PCa2.o,2,52044252,61324878,0.0586
MSK-PCa2.o,2,61328348,61342961,0.5855
MSK-PCa2.o,2,61344574,80693590,0.038
MSK-PCa2.o,2,80696309,80698405,-1.0721
MSK-PCa2.o,2,80701684,80951825,0.0472
MSK-PCa2.o,2,80962185,81029216,-1.0234
MSK-PCa2.o,2,81031317,81096705,-0.0497
MSK-PCa2.o,2,81100986,81119341,-1.1699
MSK-PCa2.o,2,81130878,84284898,0.0892
MSK-PCa2.o,2,84292404,84302010,-0.9221
MSK-PCa2.o,2,84310928,84522366,-0.0096
MSK-PCa2.o,2,84525823,84537129,-1.0077
MSK-PCa2.o,2,84540045,84665510,-0.0302
MSK-PCa2.o,2,84668147,84706610,-0.9142
MSK-PCa2.o,2,84708158,84823762,0.0982
MSK-PCa2.o,2,84830769,84833818,-0.9355
MSK-PCa2.o,2,84837697,88234817,0.0015
MSK-PCa2.o,2,88257759,89312531,-1.0189
MSK-PCa2.o,2,89427365,89596590,0.008
MSK-PCa2.o,2,89601864,89620723,-1.017
MSK-PCa2.o,2,89987640,102902015,-0.0219
MSK-PCa2.o,2,102906157,105649909,-1.0052
MSK-PCa2.o,2,105652297,105721459,0.0592
MSK-PCa2.o,2,105723904,106295612,-1.0481
MSK-PCa2.o,2,106306824,106837727,-0.0281
MSK-PCa2.o,2,106873968,106972568,-0.8975
MSK-PCa2.o,2,106975186,130056131,-0.0008
MSK-PCa2.o,2,130059540,130596838,-1.0237
MSK-PCa2.o,2,130607614,136454475,0.0179
MSK-PCa2.o,2,136457505,136466187,-1.3127
MSK-PCa2.o,2,136471169,137528992,0.0176
MSK-PCa2.o,2,137536371,137548191,-0.8695
MSK-PCa2.o,2,137553568,137605304,0.1319
MSK-PCa2.o,2,137608353,137615635,-0.7331
MSK-PCa2.o,2,137618834,137660890,0.0446
MSK-PCa2.o,2,137662743,137685136,-0.9755
MSK-PCa2.o,2,137686748,137763134,0.1341
MSK-PCa2.o,2,137764308,137770539,-0.8319
MSK-PCa2.o,2,137773152,138177941,0.063
MSK-PCa2.o,2,138180513,138180703,-0.9485
MSK-PCa2.o,2,138187099,138581222,0.0731
MSK-PCa2.o,2,138593125,138613864,-1.0967
MSK-PCa2.o,2,138618373,138855848,0.093
MSK-PCa2.o,2,138860469,138953377,-1.0202
MSK-PCa2.o,2,138959537,139250394,0.0809
MSK-PCa2.o,2,139254546,141051120,-0.9774
MSK-PCa2.o,2,141053090,141545869,0.15
MSK-PCa2.o,2,141548307,142114032,-0.9221
MSK-PCa2.o,2,142116334,142561196,0.1176
MSK-PCa2.o,2,142562747,154338463,-0.9933
MSK-PCa2.o,2,154341473,154516142,-0.002
MSK-PCa2.o,2,154538832,154637226,-1.0876
MSK-PCa2.o,2,154652673,156199490,0.1179
MSK-PCa2.o,2,156209313,156230983,-0.9008
MSK-PCa2.o,2,156243442,156618808,0.0942
MSK-PCa2.o,2,156626482,157105079,-0.953
MSK-PCa2.o,2,157107881,157122046,0.0606
MSK-PCa2.o,2,157138057,157922908,-0.9737
MSK-PCa2.o,2,157935149,157945775,0.1679
MSK-PCa2.o,2,157953617,158651622,-1.0157
MSK-PCa2.o,2,158653912,158754502,0.0019
MSK-PCa2.o,2,158758121,159184137,-0.9853
MSK-PCa2.o,2,159191099,159215636,0.1045
MSK-PCa2.o,2,159222360,160212029,-1.0192
MSK-PCa2.o,2,160218648,160365820,0.1196
MSK-PCa2.o,2,160368117,160728916,-0.9366
MSK-PCa2.o,2,160731891,164972423,0.0893
MSK-PCa2.o,2,164975949,166807677,-0.967
MSK-PCa2.o,2,166809772,166863277,0.0717
MSK-PCa2.o,2,166865427,167623823,-0.9346
MSK-PCa2.o,2,167633836,182719308,0.0524
MSK-PCa2.o,2,182722561,182768478,-0.9675
MSK-PCa2.o,2,182770660,183070854,0.0961
MSK-PCa2.o,2,183083590,183148435,-0.9498
MSK-PCa2.o,2,183150926,183898897,0.0628
MSK-PCa2.o,2,183901021,183948250,-0.997
MSK-PCa2.o,2,183951765,185093431,0.0857
MSK-PCa2.o,2,185099457,185111842,-0.9159
MSK-PCa2.o,2,185114479,185210443,0.1142
MSK-PCa2.o,2,185217787,185277375,-0.882
MSK-PCa2.o,2,185281062,185510150,0.1622
MSK-PCa2.o,2,185517236,186569022,-0.9299
MSK-PCa2.o,2,186576195,186592369,0.0976
MSK-PCa2.o,2,186596690,186604221,-0.3355
MSK-PCa2.o,2,186606912,186754077,0.1654
MSK-PCa2.o,2,186763813,186768662,-0.9495
MSK-PCa2.o,2,186773602,188216130,0.0981
MSK-PCa2.o,2,188217679,188241528,-0.8969
MSK-PCa2.o,2,188243671,189055004,0.1423
MSK-PCa2.o,2,189061010,190038691,-0.9189
MSK-PCa2.o,2,190040829,190182804,0.0339
MSK-PCa2.o,2,190192980,192053278,-0.9939
MSK-PCa2.o,2,192056237,225434906,0.0433
MSK-PCa2.o,2,225436404,225539878,-1.0705
MSK-PCa2.o,2,225545163,225673879,0.0234
MSK-PCa2.o,2,225678445,225691172,-1.0819
MSK-PCa2.o,2,225695264,225734011,0.0276
MSK-PCa2.o,2,225737505,225817106,-1.0134
MSK-PCa2.o,2,225819854,226197919,-0.0231
MSK-PCa2.o,2,226203451,226473285,-1.0004
MSK-PCa2.o,2,226475801,226526834,0.0346
MSK-PCa2.o,2,226529667,227234944,-0.9496
MSK-PCa2.o,2,227240047,228006600,0.0103
MSK-PCa2.o,2,228008696,228746336,-0.9895
MSK-PCa2.o,2,228750065,228764325,-0.5231
MSK-PCa2.o,2,228766441,229365362,0.0587
MSK-PCa2.o,2,229368515,229445596,-0.9627
MSK-PCa2.o,2,229451887,229572770,0.0496
MSK-PCa2.o,2,229581539,229592305,-1.0808
MSK-PCa2.o,2,229596703,229882456,0.0158
MSK-PCa2.o,2,229884380,229897418,0.2907
MSK-PCa2.o,2,229898879,229916564,-0.128
MSK-PCa2.o,2,229918744,230381064,-1.0001
MSK-PCa2.o,2,230386745,230525430,-0.0399
MSK-PCa2.o,2,230531029,230549473,-1.1573
MSK-PCa2.o,2,230553302,242852566,-0.0461
MSK-PCa2.o,2,242856588,243028547,-1.104
MSK-PCa2.o,2,243034277,243041305,-0.2611
MSK-PCa2.o,3,62075,609043,0.0895
MSK-PCa2.o,3,611636,660754,-0.3914
MSK-PCa2.o,3,666257,32099428,0.041
MSK-PCa2.o,3,32102958,32105844,1.5993
MSK-PCa2.o,3,32119952,83849962,0.0171
MSK-PCa2.o,3,83856677,83913221,0.6677
MSK-PCa2.o,3,83922860,83938767,0.2293
MSK-PCa2.o,3,83943687,85194733,0.704
MSK-PCa2.o,3,85197279,125668855,0.073
MSK-PCa2.o,3,125673197,125676783,-1.0537
