Sample_ID,Chromosome,Start,End,SegmentMean
SCBO-1_Parental,20,345864,57429355,0.3346
SCBO-1_Parental,20,57466851,57484244,0.6041
SCBO-1_Parental,20,57484442,60426113,0.2948
SCBO-1_Parental,21,17798960,45660694,0.3758
SCBO-1_Parental,22,19053406,49370834,0.0106
SCBO-1_Parental,X,451142,47035942,-0.164
SCBO-1_Parental,X,47038532,47428205,-0.4987
SCBO-1_Parental,X,47428409,149924738,-0.1892
SCBO-1_Xenograft,1,2488138,59246661,-0.6097
SCBO-1_Xenograft,1,59248245,59250761,-1.9335
SCBO-1_Xenograft,1,59564373,150552561,-0.6445
SCBO-1_Xenograft,1,152330945,245977996,-0.124
SCBO-1_Xenograft,2,4717089,136872974,-0.117
SCBO-1_Xenograft,2,136874561,136877061,-1.0521
SCBO-1_Xenograft,2,141599218,242800953,0.014
SCBO-1_Xenograft,3,1449872,63597382,0.1875
SCBO-1_Xenograft,3,69788801,89528600,-0.7334
SCBO-1_Xenograft,3,94429172,194238390,0.0881
SCBO-1_Xenograft,4,1402650,1808916,0.3513
SCBO-1_Xenograft,4,6113559,176935634,-0.1957
SCBO-1_Xenograft,4,181797596,190262486,0.6545
SCBO-1_Xenograft,5,218502,38972020,-0.1689
SCBO-1_Xenograft,5,38975673,39074455,-0.7872
SCBO-1_Xenograft,5,40457459,180076517,0.1682
SCBO-1_Xenograft,6,393261,25795577,-0.1892
SCBO-1_Xenograft,6,26020923,29911183,-1.0589
SCBO-1_Xenograft,6,29912037,170798891,-0.251
SCBO-1_Xenograft,7,1672540,158450965,0.6591
SCBO-1_Xenograft,8,565232,145743127,-0.1833
SCBO-1_Xenograft,9,421980,21968235,-0.1188
SCBO-1_Xenograft,9,21968747,22012061,-5.8088
SCBO-1_Xenograft,9,27687159,139820244,-0.0425
SCBO-1_Xenograft,10,1510047,60277549,-0.1643
SCBO-1_Xenograft,10,63661479,63829508,-1.087
SCBO-1_Xenograft,10,63845560,134199067,-0.2362
SCBO-1_Xenograft,11,532696,133495556,-0.1662
SCBO-1_Xenograft,12,394725,12865061,-0.1759
SCBO-1_Xenograft,12,12871011,12874261,-1.2953
SCBO-1_Xenograft,12,13685816,43131131,-0.2092
SCBO-1_Xenograft,12,46123666,46125049,-1.209
SCBO-1_Xenograft,12,46205268,68307522,-0.0585
SCBO-1_Xenograft,12,68617219,69203030,-0.9004
SCBO-1_Xenograft,12,69207371,133263871,-0.0566
SCBO-1_Xenograft,13,21004738,111119077,0.1035
SCBO-1_Xenograft,14,20347564,33107172,-0.4767
SCBO-1_Xenograft,14,35871243,35873737,-1.4442
SCBO-1_Xenograft,14,36558077,105906073,-0.5818
SCBO-1_Xenograft,15,26216370,99861618,-0.1036
SCBO-1_Xenograft,16,115072,89882984,0.2497
SCBO-1_Xenograft,17,114669,72939446,-0.1262
SCBO-1_Xenograft,17,73774740,74733062,-1.02
SCBO-1_Xenograft,17,77280338,80783009,-0.3561
SCBO-1_Xenograft,18,724528,74387299,-0.216
SCBO-1_Xenograft,19,1207058,11170495,0.3499
SCBO-1_Xenograft,19,11170792,13050914,-0.2875
SCBO-1_Xenograft,19,13051162,58288169,0.3718
SCBO-1_Xenograft,20,345864,60426113,0.4398
SCBO-1_Xenograft,21,17798960,45660694,0.4233
SCBO-1_Xenograft,22,19053406,49370834,-0.4391
SCBO-1_Xenograft,X,451142,149924738,-0.0543
SCBO-1_XenoOrganoid_P3,1,2488138,120611984,-0.1661
SCBO-1_XenoOrganoid_P3,1,147282446,245977996,0.1817
SCBO-1_XenoOrganoid_P3,2,4717089,242800953,-0.1486
SCBO-1_XenoOrganoid_P3,3,1449872,59967673,0.0834
SCBO-1_XenoOrganoid_P3,3,60459201,89528600,-0.5361
SCBO-1_XenoOrganoid_P3,3,94429172,194238390,0.1349
SCBO-1_XenoOrganoid_P3,4,1402650,145225998,-0.1769
SCBO-1_XenoOrganoid_P3,4,153244167,175047639,0.1804
SCBO-1_XenoOrganoid_P3,4,176935634,190262486,0.5393
SCBO-1_XenoOrganoid_P3,5,218502,39021190,-0.1698
SCBO-1_XenoOrganoid_P3,5,39074237,180076517,0.0968
SCBO-1_XenoOrganoid_P3,6,393261,170798891,-0.1916
SCBO-1_XenoOrganoid_P3,7,1672540,158450965,0.6739
SCBO-1_XenoOrganoid_P3,8,565232,53901286,-0.3613
SCBO-1_XenoOrganoid_P3,8,55364061,59790210,-0.5905
SCBO-1_XenoOrganoid_P3,8,65193137,74885061,0.1658
SCBO-1_XenoOrganoid_P3,8,81288925,98382025,-0.1234
SCBO-1_XenoOrganoid_P3,8,102984279,117878897,0.1206
SCBO-1_XenoOrganoid_P3,8,120071898,125874959,-0.1705
SCBO-1_XenoOrganoid_P3,8,128343879,128755161,0.1335
SCBO-1_XenoOrganoid_P3,8,131098162,145743127,-0.1727
SCBO-1_XenoOrganoid_P3,9,421980,21968235,-0.1364
SCBO-1_XenoOrganoid_P3,9,21968747,22012061,-4.5948
SCBO-1_XenoOrganoid_P3,9,27687159,139820244,-0.1879
SCBO-1_XenoOrganoid_P3,10,1510047,134199067,-0.1978
SCBO-1_XenoOrganoid_P3,11,532696,133495556,-0.1676
SCBO-1_XenoOrganoid_P3,12,394725,133263871,-0.2029
SCBO-1_XenoOrganoid_P3,13,21004738,111119077,0.1043
SCBO-1_XenoOrganoid_P3,14,20347564,104540855,-0.5413
SCBO-1_XenoOrganoid_P3,14,105236718,105906073,-0.8395
SCBO-1_XenoOrganoid_P3,15,26216370,99861618,-0.1901
SCBO-1_XenoOrganoid_P3,16,115072,89882984,0.0805
SCBO-1_XenoOrganoid_P3,17,114669,80783009,-0.2077
SCBO-1_XenoOrganoid_P3,18,724528,74387299,-0.1592
SCBO-1_XenoOrganoid_P3,19,1207058,58288169,0.0406
SCBO-1_XenoOrganoid_P3,20,345864,60426113,0.3768
SCBO-1_XenoOrganoid_P3,21,17798960,45660694,0.35
SCBO-1_XenoOrganoid_P3,22,19053406,49370834,-0.5753
SCBO-1_XenoOrganoid_P3,X,451142,47038532,-0.1564
SCBO-1_XenoOrganoid_P3,X,47038806,47045722,0.2444
SCBO-1_XenoOrganoid_P3,X,47045936,70357685,-0.2746
SCBO-1_XenoOrganoid_P3,X,70360596,70361150,0.8564
SCBO-1_XenoOrganoid_P3,X,70361774,123040935,-0.1847
SCBO-1_XenoOrganoid_P3,X,123156500,123229261,-0.4516
SCBO-1_XenoOrganoid_P3,X,123234436,149924738,-0.0068
SCBO-10_Organoid_P0,1,2488138,120512251,0.1553
SCBO-10_Organoid_P0,1,120529644,243858956,0.429
SCBO-10_Organoid_P0,1,244006450,245977996,0.1273
SCBO-10_Organoid_P0,2,4717089,154688728,-0.1999
SCBO-10_Organoid_P0,2,158594110,158739584,1.1408
SCBO-10_Organoid_P0,2,159560048,173914775,0.6035
SCBO-10_Organoid_P0,2,178096125,209116215,0.1716
SCBO-10_Organoid_P0,2,212248563,242800953,-0.7162
SCBO-10_Organoid_P0,3,1449872,9040994,0.3622
SCBO-10_Organoid_P0,3,10183702,12660117,0.8498
SCBO-10_Organoid_P0,3,12955982,29250696,0.4754
SCBO-10_Organoid_P0,3,30648423,33432307,0.8646
SCBO-10_Organoid_P0,3,34786456,55487317,-0.0876
SCBO-10_Organoid_P0,3,59789176,63597382,0.3754
SCBO-10_Organoid_P0,3,69788801,75010988,-0.5294
SCBO-10_Organoid_P0,3,75139687,76716794,-0.1681
SCBO-10_Organoid_P0,3,87348066,88892638,0.3732
SCBO-10_Organoid_P0,3,89156943,89528600,0.8276
SCBO-10_Organoid_P0,3,94429172,189585677,0.2621
SCBO-10_Organoid_P0,3,189586437,189607201,0.5123
SCBO-10_Organoid_P0,3,189608625,194238390,0.1927
SCBO-10_Organoid_P0,4,1402650,1808609,0.2894
SCBO-10_Organoid_P0,4,1808916,187367539,-0.1316
SCBO-10_Organoid_P0,4,187510060,187629349,-0.7825
SCBO-10_Organoid_P0,4,190093246,190262486,-0.1104
SCBO-10_Organoid_P0,5,218502,1295241,0.5069
SCBO-10_Organoid_P0,5,2979710,35857121,0.2172
SCBO-10_Organoid_P0,5,35861023,44273673,0.5044
SCBO-10_Organoid_P0,5,52665299,151756016,-0.1538
SCBO-10_Organoid_P0,5,153690473,154936212,-0.7593
SCBO-10_Organoid_P0,5,161253451,180076517,-0.2857
SCBO-10_Organoid_P0,6,393261,26172061,0.1295
SCBO-10_Organoid_P0,6,26197273,27858365,-0.1778
SCBO-10_Organoid_P0,6,29230683,155699620,0.1329
SCBO-10_Organoid_P0,6,157099835,163148719,-0.9598
SCBO-10_Organoid_P0,6,163517035,170798891,-0.1173
SCBO-10_Organoid_P0,7,1672540,6013102,0.2583
SCBO-10_Organoid_P0,7,6017304,6018277,-0.3323
SCBO-10_Organoid_P0,7,6022539,158450965,0.2687
SCBO-10_Organoid_P0,8,565232,145743127,-0.1405
SCBO-10_Organoid_P0,9,421980,37034006,0.161
SCBO-10_Organoid_P0,9,75047061,139820244,-0.2998
SCBO-10_Organoid_P0,10,1510047,127191122,0.1315
SCBO-10_Organoid_P0,10,128270699,134199067,-0.1969
SCBO-10_Organoid_P0,11,532696,47286290,-0.7715
SCBO-10_Organoid_P0,11,61197637,77103471,0.1336
SCBO-10_Organoid_P0,11,81185331,133495556,-0.6513
SCBO-10_Organoid_P0,12,394725,133263871,0.1394
SCBO-10_Organoid_P0,13,21004738,111119077,-0.4692
SCBO-10_Organoid_P0,14,20347564,105906073,-0.2034
SCBO-10_Organoid_P0,15,26216370,36872498,0.0655
SCBO-10_Organoid_P0,15,38456861,42058840,-0.7933
SCBO-10_Organoid_P0,15,45003778,99861618,0.1149
SCBO-10_Organoid_P0,16,115072,89882984,-0.1987
SCBO-10_Organoid_P0,17,114669,80783009,0.146
SCBO-10_Organoid_P0,18,724528,74387299,-0.1777
SCBO-10_Organoid_P0,19,1207058,58288169,0.0819
SCBO-10_Organoid_P0,20,345864,60426113,0.1128
SCBO-10_Organoid_P0,21,17798960,45660694,0.1305
SCBO-10_Organoid_P0,22,19053406,49370834,0.0834
SCBO-10_Organoid_P0,X,451142,1331488,0.6558
SCBO-10_Organoid_P0,X,3085464,5699394,0.2447
SCBO-10_Organoid_P0,X,8703411,123505221,0.6578
SCBO-10_Organoid_P0,X,125318941,149924738,0.3088
SCBO-10_Organoid_P13,1,2488138,147282446,0.0881
SCBO-10_Organoid_P13,1,149785031,245977996,0.4332
SCBO-10_Organoid_P13,2,4717089,154688728,-0.2391
SCBO-10_Organoid_P13,2,158594110,173914775,1.0283
SCBO-10_Organoid_P13,2,178096125,209116215,0.1221
SCBO-10_Organoid_P13,2,212248563,241363000,-0.734
SCBO-10_Organoid_P13,2,242793330,242800953,-1.2372
SCBO-10_Organoid_P13,3,1449872,32670357,0.6797
SCBO-10_Organoid_P13,3,33432307,55487317,-0.1036
SCBO-10_Organoid_P13,3,59789176,63597382,0.4524
SCBO-10_Organoid_P13,3,69788801,76716794,-0.6253
SCBO-10_Organoid_P13,3,87348066,89528600,0.6961
SCBO-10_Organoid_P13,3,94429172,194238390,0.2176
SCBO-10_Organoid_P13,4,1402650,1808609,0.1777
SCBO-10_Organoid_P13,4,1808916,187367539,-0.2282
SCBO-10_Organoid_P13,4,187510060,187629349,-0.8395
SCBO-10_Organoid_P13,4,190093246,190262486,-0.2856
SCBO-10_Organoid_P13,5,218502,44273673,0.4741
SCBO-10_Organoid_P13,5,52665299,151756016,-0.1571
SCBO-10_Organoid_P13,5,153690473,154936212,-1.0565
SCBO-10_Organoid_P13,5,161253451,180076517,-0.2823
SCBO-10_Organoid_P13,6,393261,153412476,-0.0024
SCBO-10_Organoid_P13,6,155699620,163528948,-1.008
SCBO-10_Organoid_P13,6,164341220,170798891,-0.0263
SCBO-10_Organoid_P13,7,1672540,6013102,0.3395
SCBO-10_Organoid_P13,7,6017304,6018277,-0.3737
SCBO-10_Organoid_P13,7,6022539,158450965,0.3211
SCBO-10_Organoid_P13,8,565232,23536061,-0.2611
SCBO-10_Organoid_P13,8,23538943,23548561,-0.6386
SCBO-10_Organoid_P13,8,24533193,145743127,-0.0873
SCBO-10_Organoid_P13,9,421980,37034006,0.1365
SCBO-10_Organoid_P13,9,75047061,139820244,-0.2873
SCBO-10_Organoid_P13,10,1510047,134199067,0.1078
SCBO-10_Organoid_P13,11,532696,17747061,-0.9828
SCBO-10_Organoid_P13,11,18586122,30254550,-0.4628
SCBO-10_Organoid_P13,11,32410665,47286290,-0.794
SCBO-10_Organoid_P13,11,61197637,77103471,0.158
SCBO-10_Organoid_P13,11,81185331,133495556,-0.708
SCBO-10_Organoid_P13,12,394725,133263871,0.1347
SCBO-10_Organoid_P13,13,21004738,111119077,-0.7062
SCBO-10_Organoid_P13,14,20347564,105906073,-0.1306
SCBO-10_Organoid_P13,15,26216370,36872498,0.0469
SCBO-10_Organoid_P13,15,38456861,42058840,-0.802
SCBO-10_Organoid_P13,15,45003778,99861618,0.1069
SCBO-10_Organoid_P13,16,115072,82113471,-0.278
SCBO-10_Organoid_P13,16,85880425,89334979,0.0651
SCBO-10_Organoid_P13,16,89337271,89882984,-0.3216
SCBO-10_Organoid_P13,17,114669,80783009,0.1163
SCBO-10_Organoid_P13,18,724528,74387299,-0.197
SCBO-10_Organoid_P13,19,1207058,58288169,-0.0746
SCBO-10_Organoid_P13,20,345864,60426113,0.1265
SCBO-10_Organoid_P13,21,17798960,45660694,0.1229
SCBO-10_Organoid_P13,22,19053406,49370834,0.1338
SCBO-10_Organoid_P13,X,451142,47004881,0.4057
SCBO-10_Organoid_P13,X,47006827,47045936,1.0928
SCBO-10_Organoid_P13,X,47422415,53221973,0.3535
SCBO-10_Organoid_P13,X,53222332,53222719,1.6054
SCBO-10_Organoid_P13,X,53222994,123040935,0.3966
SCBO-10_Organoid_P13,X,123156500,123200246,0.0284
SCBO-10_Organoid_P13,X,123202460,149924738,0.4016
SCBO-10_Organoid_P17,1,2488138,120548082,0.0668
SCBO-10_Organoid_P17,1,120572570,245977996,0.4126
SCBO-10_Organoid_P17,2,4717089,154688728,-0.2296
SCBO-10_Organoid_P17,2,158594110,173914775,1.0493
SCBO-10_Organoid_P17,2,178096125,209116215,0.1383
SCBO-10_Organoid_P17,2,212248563,241363000,-0.7212
SCBO-10_Organoid_P17,2,242793330,242800953,-1.2627
SCBO-10_Organoid_P17,3,1449872,32670357,0.7047
SCBO-10_Organoid_P17,3,33432307,55487317,-0.1292
SCBO-10_Organoid_P17,3,59789176,63597382,0.4583
SCBO-10_Organoid_P17,3,69788801,75010988,-0.669
SCBO-10_Organoid_P17,3,75139687,76716794,-0.2518
SCBO-10_Organoid_P17,3,87348066,88892638,0.3435
SCBO-10_Organoid_P17,3,89156943,89528600,0.6394
SCBO-10_Organoid_P17,3,94429172,194238390,0.1709
SCBO-10_Organoid_P17,4,1402650,1808609,0.2006
SCBO-10_Organoid_P17,4,1808916,187367539,-0.261
SCBO-10_Organoid_P17,4,187510060,187629349,-0.8325
SCBO-10_Organoid_P17,4,190093246,190262486,-0.1487
SCBO-10_Organoid_P17,5,218502,44273673,0.4703
SCBO-10_Organoid_P17,5,52665299,151756016,-0.1244
SCBO-10_Organoid_P17,5,153690473,154936212,-1.1064
SCBO-10_Organoid_P17,5,161253451,180076517,-0.197
SCBO-10_Organoid_P17,6,393261,155699620,-0.1309
SCBO-10_Organoid_P17,6,157099835,163148719,-1.1695
SCBO-10_Organoid_P17,6,163517035,170798891,-0.2847
SCBO-10_Organoid_P17,7,1672540,151960158,0.3457
SCBO-10_Organoid_P17,7,151962209,151970871,-0.3508
SCBO-10_Organoid_P17,7,152007106,158450965,0.3332
SCBO-10_Organoid_P17,8,565232,36092421,-0.3074
SCBO-10_Organoid_P17,8,38271234,145743127,-0.0879
SCBO-10_Organoid_P17,9,421980,37034006,0.1093
SCBO-10_Organoid_P17,9,75047061,139820244,-0.2966
SCBO-10_Organoid_P17,10,1510047,134199067,0.1142
SCBO-10_Organoid_P17,11,532696,47286290,-0.88
SCBO-10_Organoid_P17,11,61197637,77103471,0.177
SCBO-10_Organoid_P17,11,81185331,133495556,-0.6936
SCBO-10_Organoid_P17,12,394725,133263871,0.1547
SCBO-10_Organoid_P17,13,21004738,111119077,-0.7038
SCBO-10_Organoid_P17,14,20347564,105906073,-0.0208
SCBO-10_Organoid_P17,15,26216370,36872498,0.0338
SCBO-10_Organoid_P17,15,38456861,42058840,-0.7514
SCBO-10_Organoid_P17,15,45003778,99861618,0.0711
SCBO-10_Organoid_P17,16,115072,89882984,-0.2687
SCBO-10_Organoid_P17,17,114669,16062131,0.0184
SCBO-10_Organoid_P17,17,16068384,16097830,-0.2917
SCBO-10_Organoid_P17,17,17117070,80783009,0.1344
SCBO-10_Organoid_P17,18,724528,74387299,-0.2336
SCBO-10_Organoid_P17,19,1207058,58288169,0.0218
SCBO-10_Organoid_P17,20,345864,60426113,0.1231
SCBO-10_Organoid_P17,21,17798960,45660694,0.1399
SCBO-10_Organoid_P17,22,19053406,49370834,0.0744
SCBO-10_Organoid_P17,X,451142,47038532,0.3762
SCBO-10_Organoid_P17,X,47039359,47045936,1.2397
SCBO-10_Organoid_P17,X,47422415,123040935,0.4024
SCBO-10_Organoid_P17,X,123156500,123200069,-0.0112
SCBO-10_Organoid_P17,X,123200246,149924738,0.355
SCBO-10_Organoid_P5,1,2488138,120539788,0.1607
SCBO-10_Organoid_P5,1,120548082,162749969,0.4448
SCBO-10_Organoid_P5,1,162831317,171393787,0.2026
SCBO-10_Organoid_P5,1,172415451,245977996,0.3999
SCBO-10_Organoid_P5,2,4717089,154688728,-0.1945
SCBO-10_Organoid_P5,2,158594110,159560048,1.2287
SCBO-10_Organoid_P5,2,164133568,173914775,0.6694
SCBO-10_Organoid_P5,2,178096125,209116215,0.2075
SCBO-10_Organoid_P5,2,212248563,241363000,-0.6623
SCBO-10_Organoid_P5,2,242793330,242800953,-1.1006
