Sample_ID,1p,1q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q,10p,10q,11p,11q,12p,12q,13p,13q,14p,14q,15p,15q,16p,16q,17p,17q,18p,18q,19p,19q,20p,20q,21p,21q,22p,22q,Xp,Xq
SCBO-10_Organoid_P9,0.121,0.406,-0.228,-0.105,0.279,0.222,-0.216,-0.22,0.496,-0.209,0.082,0.005,0.317,0.319,-0.114,-0.114,0.142,-0.274,0.152,0.152,-0.842,-0.504,0.144,0.144,NA,-0.711,NA,-0.167,NA,0.067,-0.273,-0.237,0.113,0.113,-0.201,-0.201,-0.136,-0.136,0.116,0.116,NA,0.12,NA,0.13,0.393,0.412
SCBO-10_Parental,0.206,0.371,-0.173,-0.03,0.242,0.336,-0.118,-0.078,0.345,-0.104,0.164,0.094,0.099,0.152,-0.268,-0.042,0.08,-0.165,0.086,0.162,-0.673,-0.474,0.197,0.063,NA,-0.419,NA,-0.078,NA,0.036,-0.229,-0.229,0.22,0.159,-0.134,-0.133,-0.059,-0.002,0.163,0.131,NA,0.212,NA,0.098,0.656,0.563
SCBO-10_Xenograft,0.188,0.438,0.065,-0.102,0.049,0.182,0.231,0.024,0.128,0.125,0.085,0.039,0.154,0.139,-0.06,0.13,0.035,-0.194,-0.143,0.089,-0.663,-0.49,-0.008,-0.004,NA,-0.214,NA,-0.133,NA,-0.145,0.004,0.005,0.045,0.093,-0.228,-0.228,0.031,0.014,0.062,0.11,NA,0.188,NA,0.04,0.463,0.39
SCBO-10_XenoOrganoid_P4,-0.044,0.228,0.09,-0.129,0.17,0.101,0.111,0.101,0.14,0.123,0.104,0.017,0.357,0.177,-0.111,0.05,0.107,-0.196,-0.124,-0.151,-0.912,-0.536,0.096,0.096,NA,-0.559,NA,-0.258,NA,-0.165,0.078,0.078,0.108,0.108,-0.219,-0.219,0.048,0.048,0.136,0.136,NA,0.087,NA,0.04,0.122,0.071
SCBO-11_2_Organoid_P16,0.041,0.041,0.03,-0.344,0.01,0.01,0.008,0.008,0.032,0.032,0.033,0.033,0.333,0.333,0.024,0.024,-0.139,-0.01,0.025,0.025,-0.042,-0.042,0.008,0.008,NA,0.031,NA,0.025,NA,0.018,0.009,0.009,0.022,0.022,0.034,0.034,0.038,0.038,0.098,0.098,NA,0.008,NA,-0.018,-0.584,0.048
SCBO-11_2_Organoid_P3,0.006,0.006,0.016,0.016,0.005,0.005,0.024,0.024,0.028,0.019,0.02,0.018,0.054,0.054,0.004,0.004,-0.133,0.006,0.026,0.026,0.015,0.015,-0.009,-0.009,NA,0.005,NA,-0.011,NA,0.021,-0.014,-0.014,0.009,0.009,0.012,0.012,-0.006,-0.006,-0.001,-0.001,NA,-0.001,NA,0.008,-0.032,-0.032
SCBO-11_2_Organoid_P8,0.026,0.026,0.005,-0.272,0.021,0.021,0.003,0.003,0.019,0.019,0.022,0.022,0.301,0.301,0.015,0.015,-0.152,0.003,0.014,0.014,0.006,0.006,0.014,0.014,NA,0.01,NA,0.029,NA,0.008,0.019,0.019,0.021,0.021,-0.002,-0.002,0.053,0.053,0.029,0.029,NA,0.028,NA,0.011,-0.454,0.013
SCBO-11_2_Parental,-0.032,-0.017,0.042,-0.047,-0.013,-0.013,-0.018,-0.023,0.036,0.035,-0.109,-0.074,-0.017,-0.017,-0.05,-0.05,-0.039,0.05,0.106,0.02,0.098,0.012,-0.048,0.064,NA,-0.03,NA,-0.041,NA,0.041,0.16,0.126,0.018,-0.002,-0.018,-0.018,0.158,0.158,0.021,0.021,NA,-0.022,NA,0.057,-0.016,-0.016
SCBO-11_3_Organoid_P2,-0.002,-0.002,0.018,0.018,0.006,0.006,-0.012,-0.012,0.007,0.007,0.016,0.016,0.006,0.006,0.007,0.007,-0.114,-0.0,0.008,0.008,0.001,0.001,0.002,0.002,NA,0.011,NA,0.02,NA,-0.008,-0.01,-0.01,0.005,0.005,-0.013,-0.013,0.008,0.005,-0.014,-0.014,NA,0.0,NA,-0.003,-0.015,-0.015
SCBO-11_3_Organoid_P8,0.019,0.019,0.018,0.018,0.003,0.003,0.017,0.017,0.019,0.019,0.032,0.032,0.02,0.02,0.014,0.014,-0.137,-0.004,0.024,0.024,0.005,0.005,-0.001,-0.001,NA,0.025,NA,-0.002,NA,-0.007,-0.006,-0.006,0.01,0.01,0.034,0.034,0.008,0.008,0.05,0.05,NA,0.005,NA,-0.002,-0.089,-0.186
SCBO-11_3_Parental,0.043,0.043,0.023,-0.062,0.008,0.008,-0.088,-0.092,-0.03,-0.03,-0.039,-0.039,-0.05,-0.05,0.022,-0.073,-0.088,0.061,-0.045,-0.045,0.01,0.046,0.016,0.087,NA,-0.073,NA,0.027,NA,0.036,0.094,0.129,0.088,0.017,0.001,0.001,0.147,0.147,0.051,0.036,NA,0.026,NA,0.116,-0.059,-0.059
SCBO-11_Organoid_P1,0.028,0.028,0.024,0.02,0.007,0.007,0.019,0.019,0.033,0.033,0.002,0.012,0.024,0.024,0.04,0.04,-0.127,0.018,0.003,0.003,0.011,0.011,0.005,0.005,NA,-0.002,NA,0.008,NA,0.012,-0.01,-0.01,-0.0,-0.0,0.011,0.011,-0.004,-0.005,0.016,0.016,NA,0.038,NA,-0.009,-0.014,-0.014
SCBO-11_Organoid_P12,0.016,0.016,0.02,0.033,0.02,0.02,0.029,0.029,0.127,0.127,-0.021,-0.706,0.037,0.037,0.033,0.033,-0.081,-0.004,0.024,0.024,0.021,0.021,0.006,0.006,NA,0.06,NA,0.002,NA,0.022,0.012,0.024,0.024,0.024,0.045,0.045,-0.002,-0.002,0.008,0.008,NA,0.025,NA,-0.246,-0.041,-0.041
SCBO-11_Organoid_P16,0.008,0.008,0.015,0.013,0.018,0.018,0.007,0.007,0.031,0.245,0.016,-0.845,0.024,0.024,0.022,0.022,-0.136,-0.008,0.016,0.016,0.022,0.022,0.019,0.019,NA,0.111,NA,0.024,NA,-0.0,0.034,0.034,0.018,0.018,0.016,0.016,0.014,0.014,-0.013,-0.013,NA,0.018,NA,-0.874,-0.059,-0.059
SCBO-11_Organoid_P20,0.012,0.012,0.019,-0.004,0.025,0.025,0.007,0.007,0.029,0.214,0.017,-0.834,0.02,0.02,0.03,0.03,-0.121,0.003,0.021,0.021,0.026,0.026,0.019,0.019,NA,0.063,NA,0.029,NA,-0.005,0.029,0.029,0.018,0.018,0.004,0.004,0.023,0.023,-0.011,-0.011,NA,0.039,NA,-0.902,-0.004,-0.004
SCBO-11_Organoid_P5,0.077,0.077,0.054,0.077,0.071,0.063,0.066,0.066,0.1,0.1,-0.03,-0.218,0.074,0.074,0.052,0.052,-0.048,0.04,0.034,0.029,0.051,0.051,0.056,0.056,NA,0.06,NA,0.065,NA,0.04,0.028,0.029,0.057,0.057,0.048,0.048,0.022,0.022,0.085,0.085,NA,0.061,NA,-0.002,0.032,0.032
SCBO-11_Organoid_P8,0.025,0.024,0.022,0.02,0.028,0.03,0.025,0.025,0.059,0.059,-0.02,-0.702,0.032,0.032,0.028,0.028,-0.073,0.002,0.022,0.022,0.025,0.025,0.016,0.016,NA,0.032,NA,0.016,NA,0.019,0.008,0.008,0.03,0.03,0.037,0.037,0.004,0.004,0.019,0.019,NA,0.017,NA,-0.074,0.006,0.006
SCBO-11_Parental,0.079,0.056,0.037,0.036,0.066,0.045,0.005,0.005,0.049,0.051,0.068,0.068,0.034,0.034,-0.033,0.039,-0.058,0.027,-0.045,0.049,0.018,0.018,0.06,0.03,NA,0.024,NA,0.062,NA,0.024,0.03,0.03,0.069,0.063,0.044,0.044,0.006,0.006,0.023,0.023,NA,0.07,NA,0.048,0.058,0.058
SCBO-12_Organoid_P0,0.049,0.049,0.04,0.04,0.02,0.02,0.059,0.059,0.035,0.035,0.033,0.02,0.029,0.029,0.048,0.049,-0.645,-0.721,0.022,0.022,-0.002,-0.002,0.014,0.014,NA,0.449,NA,0.035,NA,0.026,0.027,0.027,-0.636,0.174,0.014,0.014,0.043,0.043,0.042,0.042,NA,0.054,NA,0.041,0.006,0.006
SCBO-12_Organoid_P11,0.057,0.057,0.031,0.031,0.056,0.057,0.054,0.054,0.069,0.073,0.013,0.013,0.064,0.068,0.053,0.053,-0.778,-0.794,0.061,0.061,-0.894,0.596,0.054,0.054,NA,-0.402,NA,-0.002,NA,0.048,0.003,-0.009,-0.922,0.066,0.013,0.013,-0.005,-0.005,0.059,0.059,NA,0.012,NA,0.012,0.017,0.017
SCBO-12_Organoid_P15,0.045,0.045,0.049,0.049,0.07,0.051,0.034,0.034,0.064,0.055,0.062,0.062,0.051,0.051,0.045,0.045,-1.061,-1.061,0.064,0.064,-0.953,0.592,0.055,0.055,NA,-0.583,NA,0.072,NA,0.03,0.058,0.058,-0.935,0.052,0.039,0.039,0.069,0.069,0.043,0.043,NA,0.06,NA,0.04,0.008,0.008
SCBO-12_Organoid_P7,0.028,0.028,0.041,0.041,-0.01,-0.003,0.062,0.062,0.074,0.074,-0.052,-0.052,0.051,0.052,0.078,0.078,-0.693,-0.696,0.071,0.071,-0.877,0.605,0.069,0.069,NA,-0.03,NA,-0.094,NA,0.064,-0.043,-0.043,-0.865,0.094,-0.034,-0.034,-0.04,-0.04,0.054,0.054,NA,-0.114,NA,0.066,0.037,0.037
SCBO-12_Parental,0.029,0.013,0.02,0.014,0.04,0.04,0.004,0.06,-0.002,0.008,0.07,0.015,0.029,-0.017,-0.001,0.012,-0.616,-0.653,-0.025,0.02,-0.087,0.026,0.035,0.044,NA,0.327,NA,-0.007,NA,0.039,-0.008,-0.008,-0.722,0.134,0.005,0.005,0.073,0.109,0.053,0.035,NA,-0.007,NA,0.055,0.05,0.039
SCBO-13_Organoid_P7,0.131,0.131,0.214,-0.303,-0.496,-0.093,-0.295,-0.293,0.418,-0.277,0.012,0.012,0.056,0.056,-0.459,-0.194,-0.218,-0.218,-0.251,-0.251,-0.243,0.279,0.031,-0.016,NA,-0.154,NA,-0.119,NA,-0.299,0.231,0.231,0.091,0.091,0.352,0.352,0.068,0.068,0.142,0.142,NA,-0.252,NA,-0.022,0.11,0.125
SCBO-13_Parental,0.061,0.02,0.081,-0.277,-0.201,0.086,-0.311,-0.316,0.154,-0.331,-0.001,-0.001,0.023,0.023,-0.329,-0.329,-0.408,-0.408,-0.264,-0.291,0.019,0.019,-0.005,0.131,NA,0.196,NA,-0.284,NA,-0.23,0.168,0.168,0.143,0.043,0.306,0.306,0.259,0.259,0.102,0.102,NA,-0.253,NA,-0.02,0.05,0.034
SCBO-14_Organoid_P10,-0.005,-0.005,-0.023,-0.023,0.007,0.007,-0.019,-0.019,-0.013,-0.013,-0.029,-0.017,0.017,0.022,0.008,0.008,-0.05,-0.035,-0.072,-0.072,-0.008,-0.008,-0.008,-0.008,NA,-0.03,NA,-0.028,NA,-0.021,-0.022,-0.022,-0.007,-0.007,-0.004,-0.004,-0.018,-0.018,0.55,0.532,NA,-0.015,NA,0.018,-0.03,-0.03
SCBO-14_Organoid_P15,-0.015,0.095,-0.016,-0.19,0.012,0.012,-0.024,-0.024,-0.001,-0.001,-0.023,-0.001,0.009,0.009,0.016,0.016,-0.03,-0.024,-0.047,-0.047,0.006,0.006,-0.017,-0.017,NA,-0.004,NA,0.005,NA,-0.03,-0.018,-0.018,-0.043,-0.014,-0.025,-0.025,-0.007,-0.007,0.547,0.542,NA,-0.001,NA,-0.007,-0.028,-0.028
SCBO-14_Organoid_P19,-0.017,0.133,-0.006,-0.288,0.009,0.009,-0.014,-0.014,0.001,0.001,-0.014,0.002,0.002,0.002,-0.008,-0.008,-0.022,-0.016,-0.032,-0.032,0.007,0.007,-0.012,-0.012,NA,-0.003,NA,-0.002,NA,-0.028,-0.015,-0.015,-0.012,-0.012,-0.025,-0.025,-0.001,-0.001,0.542,0.534,NA,0.003,NA,-0.007,-0.047,-0.047
SCBO-14_Organoid_P2,0.034,0.034,0.04,0.04,0.031,0.031,0.031,0.031,0.044,0.044,0.0,0.029,0.027,0.027,0.017,0.017,0.014,0.009,0.006,-0.008,0.039,0.027,0.036,0.036,NA,0.031,NA,0.028,NA,0.013,0.018,0.018,0.044,0.044,0.008,0.008,0.039,0.039,0.337,0.594,NA,0.038,NA,0.034,-0.007,-0.007
SCBO-14_Organoid_P6,-0.008,-0.008,-0.002,-0.002,0.003,0.003,-0.005,-0.005,-0.011,-0.006,-0.01,-0.01,0.006,0.012,-0.006,-0.006,-0.022,-0.036,-0.026,-0.026,-0.006,-0.006,-0.017,-0.017,NA,-0.01,NA,-0.028,NA,-0.008,-0.033,-0.009,-0.012,-0.012,0.003,0.003,-0.037,-0.037,0.541,0.541,NA,-0.037,NA,-0.008,-0.053,-0.053
SCBO-14_Xenograft,0.007,0.019,0.004,0.004,0.052,0.052,0.177,0.177,0.004,0.004,0.057,0.068,0.169,0.169,-0.011,-0.011,-0.112,-0.23,-0.032,-0.022,-0.258,-0.044,-0.006,-0.006,NA,0.005,NA,0.049,NA,-0.014,-0.08,-0.08,-0.066,-0.066,-0.143,-0.143,-0.116,-0.116,0.566,0.566,NA,0.04,NA,-0.071,-0.036,-0.036
SCBO-15_Organoid_P0,-0.202,-0.202,0.191,0.184,0.184,0.19,-0.058,-0.058,0.53,-0.614,-0.175,-0.175,0.145,0.153,0.185,0.185,-0.852,-0.852,0.136,0.136,-0.705,0.479,0.783,0.653,NA,-0.183,NA,0.204,NA,-0.183,-0.215,-0.207,0.215,0.215,-0.409,-0.461,-0.919,0.692,-0.357,0.609,NA,0.191,NA,-0.527,-0.377,-0.256
SCBO-15_Organoid_P12,-0.131,-0.131,-0.094,-0.056,-0.102,-0.082,-0.121,-0.121,0.596,-0.664,-0.114,-0.114,0.229,0.235,-0.074,-0.074,-0.698,-0.698,-0.103,-0.103,-0.633,0.316,0.653,0.653,NA,-0.107,NA,0.276,NA,-0.125,-0.682,0.135,0.293,0.293,-0.594,-0.594,-0.798,0.774,-0.427,0.35,NA,-0.098,NA,-0.404,-0.448,-0.367
SCBO-15_Organoid_P4,-0.214,-0.214,0.124,0.177,0.121,0.124,-0.188,-0.188,0.679,-0.756,-0.216,-0.216,0.137,0.161,0.132,0.132,-0.851,-0.823,-0.023,-0.023,-0.74,0.451,0.717,0.71,NA,-0.207,NA,0.18,NA,-0.199,-0.276,-0.133,0.212,0.212,-0.658,-0.658,-0.897,0.8,-0.418,0.536,NA,0.125,NA,-0.641,-0.482,-0.404
SCBO-15_Organoid_P8,-0.162,-0.162,0.002,0.01,-0.005,0.018,-0.12,-0.12,0.656,-0.706,-0.154,-0.154,0.208,0.233,0.025,0.025,-0.784,-0.784,-0.108,-0.108,-0.677,0.371,0.662,0.656,NA,-0.143,NA,0.191,NA,-0.153,-0.514,0.061,0.267,0.267,-0.61,-0.61,-0.844,0.721,-0.405,0.417,NA,-0.006,NA,-0.485,-0.462,-0.379
SCBO-15_Parental,-0.003,-0.048,-0.041,0.025,0.007,0.007,-0.059,-0.059,0.293,-0.198,0.003,0.003,0.11,0.115,-0.059,-0.059,-0.318,-0.34,-0.044,-0.044,-0.367,0.156,0.309,0.309,NA,-0.068,NA,0.138,NA,-0.094,-0.417,-0.127,0.112,0.112,-0.188,-0.188,-0.441,0.295,-0.251,0.171,NA,-0.017,NA,-0.084,-0.264,-0.207
SCBO-15_Xenograft,-0.195,-0.234,0.159,0.127,0.128,0.153,-0.183,-0.189,0.615,-0.713,-0.282,-0.24,0.118,0.124,0.069,0.069,-0.861,-0.782,0.071,0.069,-0.69,0.338,0.785,0.785,NA,-0.244,NA,0.132,NA,-0.156,-0.301,-0.106,0.21,0.128,-0.712,-0.712,-0.783,0.938,-0.614,0.59,NA,0.128,NA,-0.518,-0.61,-0.499
SCBO-15_XenoOrganoid_P2,-0.234,-0.234,0.14,0.174,0.135,0.162,-0.191,-0.191,0.727,-0.777,-0.222,-0.222,0.135,0.14,0.161,0.161,-0.8,-0.835,0.036,0.036,-0.733,0.458,0.746,0.738,NA,-0.209,NA,0.157,NA,-0.208,-0.264,-0.185,0.193,0.192,-0.666,-0.666,-0.929,0.854,-0.616,0.556,NA,0.154,NA,-0.666,-0.479,-0.397
SCBO-16_Organoid_P12,0.027,0.329,0.003,0.003,0.006,0.006,-0.002,-0.002,0.003,0.003,0.029,0.029,-0.029,-0.004,-0.705,-0.004,-0.424,0.015,0.048,0.048,-0.036,0.15,0.006,0.006,NA,0.231,NA,0.005,NA,-0.009,-0.002,-0.002,-0.746,0.399,0.508,-0.004,-0.703,0.001,0.057,0.057,NA,-0.0,NA,-0.022,0.017,0.017
SCBO-16_Organoid_P4,-0.009,-0.01,-0.008,-0.008,-0.004,-0.004,-0.02,-0.02,-0.005,-0.005,0.019,0.019,0.033,0.04,-0.355,-0.017,-0.248,-0.027,-0.003,-0.003,0.001,0.001,-0.001,-0.001,NA,0.111,NA,0.005,NA,-0.021,-0.015,-0.015,-0.363,0.215,0.235,-0.026,-0.01,-0.01,-0.026,-0.026,NA,-0.008,NA,-0.019,0.013,0.013
SCBO-16_Organoid_P7,0.01,0.007,-0.007,-0.007,0.003,0.003,-0.041,-0.041,-0.009,-0.009,0.014,0.014,-0.008,-0.008,-0.423,0.008,-0.261,-0.016,0.03,0.03,0.017,0.017,0.004,0.004,NA,0.146,NA,0.009,NA,-0.009,0.011,0.011,-0.415,0.276,0.279,-0.025,-0.052,-0.052,-0.004,-0.004,NA,0.004,NA,0.019,0.009,0.009
SCBO-16_Parental,0.054,0.054,0.018,-0.003,0.014,0.021,-0.026,-0.101,-0.004,-0.004,-0.009,-0.009,-0.065,-0.065,-0.084,-0.084,-0.112,-0.112,0.042,0.003,0.03,0.03,0.064,0.064,NA,0.05,NA,0.051,NA,0.046,0.059,0.059,0.173,0.173,0.072,0.072,0.075,0.075,0.081,0.081,NA,0.019,NA,0.182,-0.094,-0.094
SCBO-2_Organoid_P1,0.122,0.378,0.145,-0.006,0.165,0.168,0.218,0.109,0.146,0.146,0.053,0.08,0.199,0.109,-0.49,0.117,-0.744,-0.726,0.078,0.073,-0.754,0.101,0.183,0.182,NA,-0.029,NA,0.109,NA,0.156,0.124,0.071,-0.557,0.139,0.121,0.102,0.188,0.181,0.184,0.233,NA,0.684,NA,0.18,0.097,0.029
SCBO-2_Organoid_P11,0.041,0.198,0.06,-0.192,0.064,0.064,0.042,0.032,0.051,0.051,-0.024,-0.024,0.063,0.063,-0.569,0.065,-0.014,-0.071,0.01,0.01,-0.839,0.061,0.024,0.024,NA,-0.069,NA,0.059,NA,0.034,-0.022,-0.022,-0.402,0.062,-0.108,-0.108,0.023,0.023,0.033,0.033,NA,0.513,NA,-0.06,0.316,0.355
SCBO-2_Parental_1,0.121,0.135,0.026,0.014,0.078,0.13,0.004,0.004,0.055,0.085,0.078,0.069,0.007,0.086,-0.295,0.196,-0.579,-0.504,-0.114,0.003,-0.018,0.146,0.102,-0.006,NA,0.087,NA,-0.034,NA,0.026,0.283,-0.35,-0.32,0.526,0.238,-0.25,0.011,0.052,0.046,0.046,NA,0.107,NA,0.036,0.168,0.168
SCBO-2_Parental_2,0.032,0.159,0.02,0.02,0.051,0.051,0.054,0.054,0.032,0.031,0.034,0.024,0.089,0.089,-0.308,0.103,-0.456,-0.456,0.022,0.022,-0.274,0.026,-0.005,-0.016,NA,0.016,NA,-0.059,NA,0.017,0.247,-0.355,-0.312,0.288,0.078,-0.187,-0.046,-0.046,0.05,0.05,NA,0.144,NA,-0.036,0.01,0.01
SCBO-2_Parental_3,0.104,0.104,0.102,0.102,0.131,0.142,0.183,0.175,0.103,0.103,0.102,0.056,0.142,0.142,0.04,0.04,-0.655,-0.754,0.072,0.072,-0.614,-0.371,0.074,0.074,NA,0.039,NA,0.104,NA,0.075,0.085,0.085,-0.528,0.166,0.128,0.128,0.031,0.031,0.098,0.098,NA,0.607,NA,0.051,0.016,0.016
SCBO-2_Parental_4,0.066,0.071,-0.01,-0.01,0.029,0.029,0.044,0.04,0.038,0.038,-0.018,0.012,0.096,0.096,-0.278,0.043,-0.428,-0.428,0.038,0.038,-0.222,-0.001,0.017,0.017,NA,0.037,NA,-0.034,NA,0.007,0.277,-0.264,-0.441,0.235,0.097,-0.146,0.016,0.016,0.034,0.034,NA,0.212,NA,-0.077,0.041,0.029
SCBO-2_Xenograft,0.068,0.277,0.044,-0.093,0.087,0.087,0.025,0.013,0.023,0.049,0.178,-0.206,0.045,0.046,-0.462,0.084,-0.1,-0.13,0.083,0.04,-0.832,0.069,0.045,0.046,NA,0.02,NA,0.075,NA,0.068,0.023,0.02,-0.656,0.08,-0.008,-0.211,0.039,0.056,0.092,0.054,NA,0.573,NA,-0.031,0.334,0.136
SCBO-2_XenoOrganoid_P1,0.056,0.221,0.044,-0.196,0.05,0.05,0.155,0.03,0.039,0.039,0.031,-0.266,0.052,0.052,-0.485,0.037,0.024,0.028,0.041,0.041,-0.872,0.059,0.026,0.026,NA,-0.041,NA,0.059,NA,0.039,0.042,0.042,-0.656,0.073,-0.019,-0.203,0.059,0.059,0.032,0.032,NA,0.458,NA,0.029,0.355,0.342
SCBO-3_2_Organoid_P1,-0.034,0.444,-0.033,-0.084,-0.035,-0.035,-0.019,-0.17,0.477,-0.044,-0.06,-0.05,-0.037,-0.037,-0.076,0.632,-0.285,-0.303,-0.053,-0.053,-0.271,0.176,-0.047,-0.047,NA,-0.044,NA,-0.035,NA,-0.054,-0.063,-0.069,-0.044,-0.044,-0.022,-0.022,-0.042,0.377,0.404,0.538,NA,-0.012,NA,-0.85,-0.068,-0.068
SCBO-3_2_Organoid_P14,0.004,0.403,0.158,0.131,0.06,0.081,-0.058,-0.058,0.084,0.084,-0.298,-0.275,0.053,0.052,-0.054,0.603,-0.057,-0.076,-0.087,-0.082,-0.249,0.194,0.099,0.08,NA,0.022,NA,0.012,NA,-0.149,-0.034,-0.149,-0.47,0.346,0.088,0.053,-0.045,0.343,0.625,0.644,NA,0.033,NA,-0.851,-0.118,-0.118
SCBO-3_2_Organoid_P4,-0.034,0.373,0.596,-0.104,-0.005,-0.005,-0.03,-0.492,0.499,-0.044,-0.025,-0.025,-0.025,-0.019,-0.397,0.538,-0.722,-0.76,-0.033,-0.033,-0.784,0.44,-0.043,-0.043,NA,-0.041,NA,-0.019,NA,-0.067,-0.044,-0.044,-0.03,-0.03,0.048,-0.024,-0.1,0.415,0.515,0.515,NA,-0.037,NA,-0.941,-0.051,-0.051
SCBO-3_2_Organoid_P8,-0.087,0.446,-0.058,-0.059,-0.043,-0.043,-0.072,-0.072,0.309,-0.09,-0.097,-0.097,-0.049,-0.049,0.026,0.529,-0.174,-0.239,-0.071,-0.071,-0.215,0.049,-0.096,-0.096,NA,-0.04,NA,-0.031,NA,-0.534,-0.117,-0.117,-0.609,0.403,-0.005,-0.005,-0.183,0.281,0.506,0.506,NA,-0.068,NA,-1.061,-0.065,-0.065
