Sample_ID,1p,1q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q,10p,10q,11p,11q,12p,12q,13p,13q,14p,14q,15p,15q,16p,16q,17p,17q,18p,18q,19p,19q,20p,20q,21p,21q,22p,22q,Xp,Xq
B-Met-226K-1T-D,-0.019,0.334,-0.043,-0.087,-0.133,0.055,0.143,-0.059,-0.058,-0.207,0.445,-0.009,-0.028,-0.026,0.003,0.501,0.238,0.108,0.141,-0.173,-0.072,-0.007,-0.103,-0.071,NA,-0.155,NA,0.003,NA,-0.087,0.289,0.038,-0.017,-0.008,0.097,-0.273,0.221,-0.029,-0.091,0.073,1.431,0.393,NA,-0.083,0.071,-0.096
B-Met-226PT-1O-p5-D,0.011,0.127,0.028,0.02,-0.008,0.01,-0.012,0.017,-0.018,-0.019,0.055,-0.005,0.02,0.073,0.031,-0.042,0.155,0.068,0.013,0.021,0.034,-0.016,0.008,0.004,NA,-0.008,NA,-0.008,NA,0.098,0.272,-0.041,0.064,-0.039,0.031,-0.102,0.048,0.019,-0.021,-0.04,1.397,0.033,NA,-0.037,0.187,0.129
B-Met-226PT-1T-D,-0.015,0.164,-0.007,-0.039,-0.048,-0.006,0.013,-0.034,-0.032,-0.092,0.126,-0.054,-0.012,0.057,-0.016,0.113,0.177,0.068,0.047,-0.028,0.016,-0.04,-0.056,-0.032,NA,-0.074,NA,-0.019,NA,0.033,0.261,-0.021,0.04,0.003,-0.0,-0.147,0.143,0.02,-0.059,-0.018,1.326,0.084,NA,0.019,0.13,0.084
B-Met-240K-1O-p3-D,-0.022,0.057,0.018,-0.044,-0.016,-0.047,-0.028,-0.055,-0.045,-0.064,0.007,-0.073,-0.004,0.033,0.016,-0.099,0.016,0.068,-0.034,0.012,0.009,-0.037,-0.028,-0.028,NA,-0.066,NA,-0.013,NA,0.064,0.268,0.017,0.062,0.032,0.004,-0.15,0.134,0.059,-0.025,-0.029,1.476,0.025,NA,0.049,0.101,0.029
B-Met-240K-1T-D,-0.009,0.06,0.01,-0.021,-0.07,-0.023,-0.012,-0.041,-0.065,-0.056,0.026,-0.056,0.011,-0.048,-0.038,0.143,0.024,0.066,-0.015,0.018,0.046,-0.075,-0.088,0.076,NA,-0.045,NA,-0.004,NA,0.066,0.294,-0.074,0.111,0.029,-0.001,-0.178,0.19,0.083,-0.027,-0.017,1.585,0.016,NA,-0.003,0.151,0.089
B-Met-243K-1O-D,0.037,0.08,0.024,-0.003,0.006,-0.004,0.0,-0.002,0.003,-0.031,0.019,-0.031,0.017,0.048,0.017,-0.046,0.045,0.086,0.007,0.012,0.068,-0.004,-0.006,0.009,NA,-0.034,NA,0.014,NA,0.07,0.348,0.014,0.087,0.027,0.015,-0.106,0.195,0.07,-0.023,0.001,1.632,0.044,NA,0.069,0.144,0.096
B-Met-243K-1T-D,-0.005,0.041,0.01,-0.057,-0.045,-0.053,-0.043,-0.109,-0.057,-0.091,0.028,-0.123,-0.026,0.027,0.007,-0.114,0.031,0.093,-0.015,0.028,0.013,-0.008,-0.046,-0.052,NA,-0.091,NA,-0.043,NA,0.08,0.414,0.055,0.137,0.056,-0.02,-0.198,0.21,0.151,-0.025,0.005,1.711,0.024,NA,0.116,0.142,0.094
BLC-63-Turb-ORG,0.051,0.316,0.066,0.081,0.021,0.064,0.092,0.106,0.076,0.069,0.227,0.093,0.071,0.109,-0.009,0.05,0.096,0.054,0.043,0.068,0.105,0.032,0.123,0.024,NA,0.073,NA,0.043,NA,0.111,0.12,0.061,0.039,0.035,-0.024,-0.134,0.07,0.112,0.031,0.026,0.091,0.091,NA,0.058,-0.489,-0.55
BLC-63-Turb-Tissue,0.063,0.182,0.089,0.085,0.024,0.075,0.078,0.124,0.062,0.067,0.113,0.093,0.06,0.132,0.082,0.041,0.124,0.05,0.059,0.074,0.077,0.045,0.128,0.042,NA,0.077,NA,0.06,NA,0.176,0.156,0.061,0.053,0.053,0.096,0.047,0.087,0.146,0.018,0.025,0.093,0.093,NA,0.051,-0.482,-0.543
HN-415-1O-D,-0.032,0.03,0.025,-0.031,-0.038,-0.044,-0.062,-0.078,-0.042,-0.078,0.024,-0.082,-0.024,0.022,-0.009,-0.08,-0.025,0.064,-0.002,0.003,0.013,-0.052,-0.059,-0.042,NA,-0.035,NA,-0.007,NA,0.064,0.257,-0.001,0.04,0.005,0.014,-0.14,0.095,0.036,0.003,-0.009,1.663,0.045,NA,0.037,-0.752,-0.837
HN-415-1T-D,-0.021,0.063,0.144,0.074,-0.196,0.213,-0.051,-0.029,0.366,-0.143,0.119,-0.097,0.06,0.076,-0.119,-0.024,-0.051,0.081,-0.124,-0.101,0.001,0.026,0.252,-0.001,NA,-0.163,NA,0.01,NA,-0.089,0.156,0.077,0.177,0.074,0.062,-0.212,0.124,0.068,-0.025,0.095,1.694,-0.031,NA,0.212,-0.67,-0.708
IRE-01K-ORG-D-GB-050923,0.06,0.124,0.096,0.059,0.006,0.039,0.082,0.068,0.029,0.046,0.127,0.05,0.047,0.101,0.087,0.029,0.132,0.091,0.034,0.091,0.08,0.027,0.051,0.021,NA,0.055,NA,0.065,NA,0.145,0.249,0.021,0.038,0.063,0.07,0.033,0.159,0.111,0.03,0.018,1.171,0.091,NA,0.094,0.343,0.343
IRE-01K-Tissue-D-GB-050923,0.053,0.597,0.077,0.025,-0.013,0.008,0.061,0.035,-0.007,0.025,0.12,0.018,0.028,0.077,0.03,-0.009,0.103,0.091,0.039,0.038,0.06,-0.417,0.034,0.011,NA,0.051,NA,0.07,NA,0.127,0.713,-0.78,0.093,0.087,0.101,0.0,0.251,0.156,-0.001,0.014,1.42,0.09,NA,0.121,0.352,0.334
IRE-04-CAF-EC-D-GB-170424,0.06,0.112,0.094,0.054,0.002,0.034,0.048,0.055,0.044,0.049,0.111,0.045,0.041,0.069,0.072,0.032,0.119,0.087,0.03,0.045,0.076,0.029,0.048,0.017,NA,0.056,NA,0.065,NA,0.138,0.214,0.009,0.139,0.047,0.075,0.032,0.145,0.109,0.034,0.022,1.41,0.1,NA,0.109,0.359,0.356
IRE-04-T-ORG-EC-D-GB-041023,0.06,0.109,0.096,0.055,-0.002,0.039,0.054,0.067,0.037,0.046,0.108,0.057,0.044,0.07,0.109,0.075,0.137,0.081,0.026,0.034,0.071,0.014,0.052,0.015,NA,0.063,NA,0.065,NA,0.129,0.241,0.009,0.032,0.038,0.077,0.034,0.131,0.079,0.02,0.013,1.505,0.094,NA,0.11,0.292,0.292
IRE-04-T-Tissue-EC-D-GB-041023,0.046,0.055,0.104,0.009,-0.019,0.01,0.029,0.015,0.027,0.016,0.113,0.015,0.039,0.045,0.064,-0.01,0.111,0.089,0.052,0.054,0.042,0.003,0.046,0.017,NA,0.066,NA,0.079,NA,0.143,0.222,0.03,0.081,0.069,0.127,0.014,0.182,0.117,0.008,0.022,1.53,0.125,NA,0.134,0.302,0.29
IRE-05T-ORG-D-GB-050923,0.087,0.142,0.125,0.091,0.009,0.184,0.066,0.05,0.065,0.013,0.165,0.095,0.08,0.079,0.005,0.057,0.086,-0.056,0.061,0.074,0.074,-0.088,0.099,0.078,NA,0.141,NA,0.106,NA,0.059,0.168,-0.116,0.013,0.018,0.1,0.05,0.302,0.122,0.025,0.136,1.37,0.022,NA,0.028,0.29,0.343
IRE-05T-Tissue-D-GB-050923,0.26,0.305,0.288,0.204,0.192,0.402,-0.153,-0.331,0.181,-0.182,0.3,0.208,0.231,0.065,-0.098,0.056,0.208,-0.576,-0.125,0.236,0.204,-0.684,0.236,0.099,NA,0.209,NA,0.233,NA,-0.579,0.067,-0.685,-0.292,-0.062,0.249,0.12,0.69,0.295,0.013,0.625,1.205,-0.118,NA,-0.23,0.037,0.515
IRE-07T-CAF-EC-D-GB-170424,0.072,0.141,0.102,0.098,-0.001,0.086,0.086,0.127,0.115,0.088,0.22,0.121,0.074,0.134,0.095,0.047,0.117,0.064,0.062,0.082,0.097,0.047,0.115,0.038,NA,0.095,NA,0.066,NA,0.167,0.164,0.075,0.049,0.092,0.095,0.06,0.101,0.128,0.084,0.026,0.127,0.127,NA,0.094,0.43,0.44
IRE-08-PT-ORG-D-GB-050923,0.062,0.122,0.097,0.066,0.008,0.045,0.08,0.069,0.042,0.049,0.119,0.057,0.052,0.104,0.09,0.037,0.135,0.095,0.038,0.07,0.088,0.025,0.068,0.019,NA,0.063,NA,0.071,NA,0.117,0.217,0.028,0.065,0.044,0.077,0.034,0.165,0.111,0.031,0.013,1.327,0.086,NA,0.102,0.344,0.366
IRE-08-PT-Tissue-D-GB-050923,0.061,0.117,0.103,0.066,0.005,0.042,0.07,0.081,0.047,0.049,0.119,0.061,0.053,0.116,0.092,0.035,0.153,0.1,0.044,0.05,0.094,0.021,0.073,0.024,NA,0.063,NA,0.07,NA,0.113,0.225,0.019,0.082,0.041,0.09,0.032,0.207,0.123,0.026,0.003,1.443,0.087,NA,0.099,0.418,0.425
IRE-08-T-ORG-D-GB-050923,0.055,0.407,0.097,0.066,0.002,0.043,0.009,0.084,0.049,0.049,0.115,0.064,0.05,0.107,0.089,0.039,0.132,0.092,0.046,0.068,0.377,0.321,0.064,0.019,NA,0.064,NA,0.06,NA,0.111,0.249,0.023,0.065,0.029,0.073,0.038,0.162,0.108,0.031,0.005,1.361,0.09,NA,0.095,0.34,0.36
IRE-08-T-Tissue-D-GB-050923,0.057,0.562,0.094,0.049,-0.01,0.023,-0.08,0.058,0.019,0.034,0.111,0.038,0.039,0.102,0.076,0.016,0.147,0.1,0.035,0.04,0.539,0.485,0.063,0.027,NA,0.053,NA,0.074,NA,0.11,0.274,0.037,0.127,0.059,0.083,0.012,0.255,0.154,0.006,0.006,1.436,0.097,NA,0.119,0.392,0.387
IRE-08T-CAF-EC-D-GB-280524,0.068,0.139,0.09,0.091,0.024,0.083,0.064,0.115,0.086,0.078,0.126,0.094,0.1,0.111,0.232,0.181,0.113,0.051,0.069,0.087,0.097,0.042,0.128,0.035,NA,0.072,NA,0.068,NA,0.14,0.149,0.049,0.051,0.069,0.086,0.063,0.079,0.13,0.045,0.043,1.193,0.108,NA,0.084,0.418,0.423
IRE-09-T-ORG-EC-D-GB-041023,0.057,0.111,0.078,0.059,0.005,0.043,0.057,0.066,0.034,0.047,0.121,0.048,0.045,0.083,0.055,0.028,0.125,0.084,0.034,0.038,0.069,0.02,0.056,0.022,NA,0.057,NA,0.063,NA,0.135,0.213,0.021,0.064,0.054,0.065,0.031,0.141,0.085,0.018,0.007,1.355,0.082,NA,0.09,0.285,0.285
IRE-09-T-Tissue-EC-D-GB-041023,0.057,0.103,0.079,0.055,0.002,0.038,0.055,0.065,0.046,0.044,0.12,0.052,0.044,0.1,0.06,0.035,0.132,0.091,0.043,0.038,0.071,0.018,0.058,0.018,NA,0.061,NA,0.067,NA,0.14,0.238,0.024,0.062,0.047,0.077,0.031,0.152,0.091,0.03,0.012,1.373,0.084,NA,0.088,0.316,0.323
IRE-09T-CAF-EC-D-GB-280524,0.067,0.133,0.097,0.083,0.025,0.084,0.098,0.112,0.111,0.077,0.128,0.091,0.089,0.134,0.101,0.047,0.106,0.08,0.094,0.083,0.099,0.047,0.104,0.033,NA,0.097,NA,0.072,NA,0.13,0.173,0.091,0.053,0.082,0.091,0.046,0.076,0.128,0.074,0.032,0.102,0.102,NA,0.101,0.424,0.425
IRE-10-T-ORG-EC-D-GB-041023,0.045,0.162,0.09,0.059,-0.018,0.023,0.042,0.048,0.033,0.046,0.1,0.041,0.044,0.092,0.049,0.02,0.113,0.059,0.05,0.054,0.055,-0.001,0.057,0.021,NA,0.063,NA,0.044,NA,0.107,0.188,0.015,0.052,0.038,0.049,0.01,0.118,0.064,0.036,0.029,1.449,0.073,NA,0.073,0.278,0.286
IRE-10-T-Tissue-EC-D-GB-041023,0.057,0.049,0.108,0.026,-0.037,0.01,0.024,0.048,0.004,0.017,0.118,0.032,0.041,0.084,0.061,-0.018,0.124,0.068,0.068,0.02,-0.028,0.012,0.073,0.04,NA,0.063,NA,0.085,NA,0.14,0.186,0.069,0.193,0.122,0.128,0.005,0.282,0.194,-0.032,-0.01,1.487,0.155,NA,0.134,0.287,0.233
IRE-10T-CAF-EC-D-GB-280524,0.08,0.14,0.085,0.089,0.022,0.07,0.086,0.106,0.099,0.081,0.122,0.077,0.07,0.117,0.095,0.038,0.11,0.062,0.068,0.079,0.108,0.048,0.132,0.041,NA,0.096,NA,0.057,NA,0.141,0.146,0.07,0.049,0.086,0.078,0.055,0.091,0.136,0.083,0.04,0.109,0.109,NA,0.1,0.429,0.415
IRE-119T-CAF-EC-D-GB-280524,0.075,0.12,0.108,0.072,0.016,0.054,0.08,0.095,0.057,0.059,0.124,0.068,0.059,0.097,0.08,0.039,0.198,0.107,0.035,0.075,0.101,0.031,0.061,0.035,NA,0.099,NA,0.073,NA,0.159,0.293,0.035,0.09,0.069,0.09,0.029,0.194,0.115,0.027,0.026,1.32,0.098,NA,0.153,0.352,0.382
IRE-12-T-ORG-EC-D-GB-041023,0.027,1.536,0.6,0.574,-0.036,-0.004,0.019,0.026,0.555,0.558,0.073,0.015,0.555,0.606,0.043,0.003,0.094,0.054,0.933,0.97,0.033,-0.006,0.563,0.533,NA,0.562,NA,0.017,NA,0.089,0.736,0.544,0.015,0.011,0.032,-0.012,0.13,0.08,0.932,0.926,1.189,0.057,NA,0.072,0.292,0.307
IRE-12-T-Tissue-EC-D-GB-041023,0.037,1.574,0.623,0.595,-0.038,0.009,0.018,0.04,0.565,0.575,0.086,0.026,0.58,0.624,0.047,-0.002,0.093,0.058,0.966,0.971,0.041,-0.01,0.588,0.555,NA,0.574,NA,0.023,NA,0.089,0.753,0.561,0.016,0.021,0.04,-0.009,0.146,0.094,0.953,0.947,1.257,0.047,NA,0.068,0.281,0.292
IRE-120-T-ORG-EC-D-GB-170424,0.055,0.115,0.084,0.046,-0.0,0.031,0.072,0.046,0.029,0.023,0.129,0.027,0.042,0.075,0.053,0.028,0.115,0.06,0.026,0.034,0.062,0.015,0.06,0.018,NA,0.056,NA,0.052,NA,0.137,0.23,0.014,0.045,0.058,0.067,0.038,0.152,0.117,0.037,0.029,1.326,0.088,NA,0.109,0.317,0.335
IRE-120-T-tissue-EC-D-GB-170424,-0.089,-0.054,0.236,-0.136,-0.171,-0.045,-0.099,-0.156,0.072,-0.312,0.259,-0.294,0.069,0.028,-0.216,-0.124,-0.162,-0.167,0.129,-0.148,-0.289,-0.254,0.076,-0.014,NA,0.116,NA,-0.163,NA,0.187,0.063,-0.131,0.313,0.179,0.25,0.014,0.469,0.45,-0.059,0.105,1.492,0.14,NA,0.319,0.173,0.09
IRE-121-T-ORG-EC-D-GB-280524,0.068,0.124,0.081,0.069,0.01,0.049,0.072,0.066,0.036,0.058,0.13,0.066,0.059,0.094,0.101,0.042,0.198,0.113,0.038,0.059,0.097,0.023,0.066,0.029,NA,0.073,NA,0.073,NA,0.169,0.297,0.032,0.043,0.068,0.077,0.027,0.193,0.108,0.036,0.024,1.363,0.107,NA,0.142,0.363,0.366
IRE-121-T-bis-tissue-EC-D-GB-250724,0.032,0.097,0.082,0.055,-0.01,0.03,0.042,0.069,0.055,0.042,0.094,0.054,0.034,0.059,0.086,0.034,0.089,0.074,0.028,0.055,0.057,0.011,0.031,0.004,NA,0.038,NA,0.031,NA,0.106,0.191,-0.001,0.017,0.017,0.075,0.039,0.055,0.074,0.02,-0.006,1.026,0.067,NA,0.034,0.361,0.37
IRE-121-T-tissue-EC-D-GB-280524,0.041,0.145,0.055,0.066,-0.01,0.035,0.037,0.07,0.051,0.056,0.118,0.057,0.041,0.11,0.085,0.021,0.066,0.027,0.021,0.034,0.067,0.022,0.078,0.01,NA,0.032,NA,0.036,NA,0.163,0.166,0.002,0.039,0.05,0.076,0.032,0.077,0.161,0.038,0.012,0.074,0.074,NA,0.029,0.43,0.405
IRE-159-T-CAF-EC-D-GB-19724,0.043,0.095,0.084,0.051,-0.002,0.028,0.057,0.06,0.045,0.042,0.086,0.038,0.021,0.05,0.047,0.023,0.043,0.054,0.016,0.032,0.039,0.01,0.023,0.014,NA,0.03,NA,0.036,NA,0.115,0.18,0.009,0.057,0.038,0.052,0.015,0.043,0.066,0.009,0.008,1.018,0.065,NA,0.037,0.3,0.316
IRE-159-T-ORG-EC-D-GB-19724,0.039,0.565,0.091,0.055,0.001,0.032,0.08,0.079,0.041,0.043,0.552,0.061,0.031,0.061,0.06,0.043,0.111,0.063,0.02,0.056,0.071,0.023,0.043,0.01,NA,0.046,NA,0.041,NA,0.119,0.213,0.005,0.076,0.035,0.072,0.034,0.077,0.098,0.005,-0.001,1.167,0.082,NA,0.047,0.338,0.342
IRE-159-T-tissue-EC-D-GB-19724,0.032,0.205,0.084,0.053,-0.006,0.023,0.07,0.066,0.048,0.033,0.195,0.047,0.032,0.053,0.058,0.036,0.082,0.072,0.03,0.053,0.062,0.005,0.024,0.001,NA,0.034,NA,0.032,NA,0.114,0.187,0.005,0.062,0.022,0.097,0.032,0.051,0.066,0.016,0.004,1.101,0.074,NA,0.032,0.352,0.349
IRE-18-T-ORG-D-GB-050923,0.069,0.12,0.099,0.062,0.002,0.038,0.071,0.06,0.019,0.045,0.115,0.05,0.04,0.095,0.052,0.037,0.12,0.09,0.028,0.043,0.078,0.016,0.063,0.021,NA,0.056,NA,0.071,NA,0.135,0.242,0.031,0.062,0.046,0.065,0.034,0.15,0.109,0.036,0.019,1.188,0.097,NA,0.106,0.323,0.318
IRE-18-T-Tissue-D-GB-050923,0.118,0.151,0.116,0.079,0.007,0.046,-0.056,-0.027,0.049,0.006,0.142,0.083,0.15,0.21,0.084,0.051,0.032,0.015,0.064,0.056,0.081,0.07,0.084,0.031,NA,-0.029,NA,0.006,NA,0.033,0.156,-0.051,-0.044,-0.061,0.118,0.066,0.237,0.176,0.017,0.016,1.341,0.095,NA,-0.02,0.304,0.288
IRE-25-T-ORG-D-GB-050923,0.055,0.119,0.091,0.056,-0.004,0.033,0.047,0.058,0.027,0.046,0.122,0.042,0.042,0.092,0.078,0.028,0.126,0.088,0.04,0.079,0.063,0.017,0.039,0.019,NA,0.051,NA,0.058,NA,0.148,0.211,0.025,0.043,0.061,0.075,0.024,0.165,0.108,0.024,0.018,1.177,0.095,NA,0.098,0.326,0.315
IRE-25-T-Tissue-D-GB-050923,0.08,0.441,0.188,0.274,-0.113,0.079,0.057,0.081,0.621,0.069,0.299,-0.176,0.016,0.126,-0.247,0.397,0.143,-0.187,0.354,0.329,-0.009,-0.06,0.061,0.019,NA,-0.004,NA,-0.295,NA,0.047,0.163,-0.364,-0.144,0.275,0.6,-0.45,-0.279,0.132,0.317,0.324,1.55,0.373,NA,0.673,-0.041,0.041
IRE-33-Blood-D-GB-041023,0.037,0.109,0.098,0.075,0.002,0.049,0.102,0.089,0.086,0.057,0.116,0.071,0.056,0.08,0.081,0.052,0.154,0.09,0.034,0.07,0.091,0.028,0.06,0.019,NA,0.078,NA,0.055,NA,0.131,0.261,0.02,0.027,0.033,0.087,0.052,0.123,0.06,0.04,-0.003,1.368,0.118,NA,0.109,0.292,0.319
IRE-33-T-ORG-EC-D-GB-041023,0.05,0.097,0.089,0.057,-0.001,0.039,0.071,0.068,0.042,0.048,0.115,0.05,0.043,0.092,0.061,0.033,0.101,0.083,0.026,0.058,0.077,0.017,0.056,0.021,NA,0.058,NA,0.06,NA,0.122,0.216,0.017,0.055,0.043,0.074,0.034,0.138,0.093,0.026,0.009,1.216,0.094,NA,0.112,0.319,0.327
IRE-33-T-Tissue-EC-D-GB-041023,0.044,0.054,0.098,-0.003,-0.026,-0.008,0.028,-0.002,0.007,0.012,0.102,-0.005,0.02,0.043,0.059,-0.017,0.094,0.087,0.046,0.056,0.039,-0.003,0.035,0.015,NA,0.049,NA,0.075,NA,0.124,0.277,0.044,0.115,0.091,0.113,-0.001,0.189,0.124,-0.002,0.022,1.304,0.118,NA,0.147,0.281,0.26
IRE-33T-CAF-EC-D-GB-280524,0.077,0.119,0.113,0.076,0.018,0.058,0.103,0.093,0.055,0.067,0.128,0.066,0.065,0.095,0.086,0.045,0.193,0.122,0.047,0.085,0.099,0.032,0.073,0.036,NA,0.084,NA,0.08,NA,0.155,0.302,0.03,0.057,0.069,0.098,0.044,0.203,0.117,0.04,0.032,1.388,0.115,NA,0.161,0.346,0.363
IRE-449-T-ORG-HNSCC-D-GB-280524,0.749,0.609,0.261,0.196,0.299,0.771,0.361,0.359,-0.096,0.258,0.497,0.29,0.321,0.419,0.653,0.23,0.118,0.592,0.589,0.717,0.208,0.214,0.526,0.645,NA,0.081,NA,0.418,NA,-0.082,0.895,0.599,1.025,1.094,0.352,0.126,1.217,0.96,0.391,0.889,0.56,0.399,NA,0.9,0.082,0.146
IRE-449-T-tissue-HNSCC-D-GB-280524,0.813,1.036,1.051,0.615,0.418,0.968,0.412,0.59,0.53,0.585,0.853,0.97,0.715,0.62,0.744,0.727,0.463,0.524,0.949,0.868,0.647,2.208,0.877,0.567,NA,0.504,NA,0.687,NA,0.75,0.845,0.628,0.911,1.027,0.581,0.501,1.032,0.616,0.812,0.904,0.086,0.425,NA,0.982,0.51,0.518
IRE-51-PBMC-D-GB-041023,0.062,0.105,0.099,0.064,0.006,0.047,0.061,0.08,0.058,0.056,0.12,0.068,0.054,0.103,0.055,0.044,0.177,0.098,0.038,0.046,0.082,0.023,0.058,0.016,NA,0.071,NA,0.053,NA,0.111,0.265,0.017,0.069,0.023,0.089,0.047,0.14,0.082,0.036,0.007,1.438,0.103,NA,0.083,0.331,0.345
IRE-51-T-ORG-EC-D-GB-041023,0.053,0.942,0.094,0.058,0.002,0.032,0.053,0.071,0.096,0.11,0.114,0.06,0.04,0.09,0.044,0.041,0.152,0.092,0.025,0.065,0.072,0.023,0.05,0.014,NA,0.056,NA,0.05,NA,0.099,0.252,0.013,0.032,0.031,0.084,0.03,0.133,0.081,0.027,0.007,1.331,0.1,NA,0.073,0.321,0.326
IRE-51-T-Tissue-EC-D-GB-041023,0.014,0.896,0.082,-0.06,-0.043,-0.034,-0.013,-0.054,-0.04,-0.062,0.09,-0.063,0.009,0.004,-0.013,-0.072,0.09,0.068,0.075,0.03,-0.039,-0.048,0.016,-0.028,NA,0.022,NA,0.08,NA,0.093,0.273,0.083,0.194,0.109,0.162,-0.03,0.299,0.198,-0.104,0.027,1.423,0.12,NA,0.152,0.269,0.187
IRE-BLC-15-TC-ORG-D-GB-210324,0.002,0.247,0.334,-0.029,0.073,0.408,-0.15,0.178,1.093,-0.248,0.644,0.115,0.068,0.472,-0.274,0.311,0.636,0.159,0.077,0.027,0.09,-0.394,-0.07,0.096,NA,0.239,NA,-0.09,NA,-0.027,0.094,-0.162,-0.019,0.715,0.54,-0.105,0.291,0.232,0.157,0.613,1.734,-0.034,NA,-0.035,-0.746,-0.302
